mechanism,strategy,random_state,target_feature,missing_rate,condition_feature,acc
MAR,range_condition,378,BMI,0.2,Glucose,0.7457627118644068
MAR,nonlinear,378,BMI,0.2,Glucose,0.47619047619047616
MCAR,none,378,BMI,0.2,,0.532608695652174
MAR,basic,378,BMI,0.30000000000000004,Glucose,0.6078431372549019
MAR,double_threshold,378,BMI,0.30000000000000004,"['Glucose', 'Insulin']",0.8245614035087719
MAR,range_condition,378,BMI,0.30000000000000004,Glucose,0.6867469879518072
MAR,nonlinear,378,BMI,0.30000000000000004,Glucose,0.464
MCAR,none,378,BMI,0.30000000000000004,,0.4647887323943662
MAR,basic,378,BMI,0.4,Glucose,0.6106870229007634
MAR,double_threshold,378,BMI,0.4,"['Glucose', 'Insulin']",0.7866666666666666
MAR,range_condition,378,BMI,0.4,Glucose,0.7476635514018691
MAR,nonlinear,378,BMI,0.4,Glucose,0.4876543209876543
MCAR,none,378,BMI,0.4,,0.4725274725274725
MAR,basic,378,BMI,0.5,Glucose,0.6875
MAR,double_threshold,378,BMI,0.5,"['Glucose', 'Insulin']",0.8586956521739131
MAR,range_condition,378,BMI,0.5,Glucose,0.8384615384615385
MAR,nonlinear,378,BMI,0.5,Glucose,0.5472636815920398
MCAR,none,378,BMI,0.5,,0.5286343612334802
MAR,basic,378,BMI,0.6000000000000001,Glucose,0.6852791878172588
MAR,double_threshold,378,BMI,0.6000000000000001,"['Glucose', 'Insulin']",0.8869565217391304
MAR,range_condition,378,BMI,0.6000000000000001,Glucose,0.779874213836478
MAR,nonlinear,378,BMI,0.6000000000000001,Glucose,0.5117370892018779
MCAR,none,378,BMI,0.6000000000000001,,0.4918032786885246
MAR,basic,378,BMI,0.7000000000000001,Glucose,0.76
MAR,double_threshold,378,BMI,0.7000000000000001,"['Glucose', 'Insulin']",0.9090909090909091
MAR,range_condition,378,BMI,0.7000000000000001,Glucose,0.8296703296703297
MAR,nonlinear,378,BMI,0.7000000000000001,Glucose,0.5307262569832403
MCAR,none,378,BMI,0.7000000000000001,,0.5454545454545454
MAR,basic,378,BMI,0.8,Glucose,0.8080808080808081
MAR,double_threshold,378,BMI,0.8,"['Glucose', 'Insulin']",0.934640522875817
MAR,range_condition,378,BMI,0.8,Glucose,0.9090909090909091
MAR,nonlinear,378,BMI,0.8,Glucose,0.631578947368421
MCAR,none,378,BMI,0.8,,0.48936170212765956
MAR,basic,378,BMI,0.9,Glucose,0.8633540372670807
MAR,double_threshold,378,BMI,0.9,"['Glucose', 'Insulin']",0.9590643274853801
MAR,range_condition,378,BMI,0.9,Glucose,0.9605263157894737
MAR,nonlinear,378,BMI,0.9,Glucose,0.47191011235955055
MCAR,none,378,BMI,0.9,,0.6190476190476191
MAR,basic,133,BMI,0.1,Age,0.6666666666666666
MAR,double_threshold,133,BMI,0.1,"['Age', 'Glucose']",0.875
MAR,range_condition,133,BMI,0.1,Age,0.7727272727272727
MAR,nonlinear,133,BMI,0.1,Age,0.5517241379310345
MCAR,none,133,BMI,0.1,,0.43137254901960786
MAR,basic,133,BMI,0.2,Age,0.8125
MAR,double_threshold,133,BMI,0.2,"['Age', 'Glucose']",0.8888888888888888
MAR,range_condition,133,BMI,0.2,Age,0.7804878048780488
MAR,nonlinear,133,BMI,0.2,Age,0.4528301886792453
MCAR,none,133,BMI,0.2,,0.5612244897959183
MAR,basic,133,BMI,0.30000000000000004,Age,0.782608695652174
MAR,double_threshold,133,BMI,0.30000000000000004,"['Age', 'Glucose']",0.75
MAR,range_condition,133,BMI,0.30000000000000004,Age,0.8135593220338984
MAR,nonlinear,133,BMI,0.30000000000000004,Age,0.52
MCAR,none,133,BMI,0.30000000000000004,,0.5106382978723404
MAR,basic,133,BMI,0.4,Age,0.7888888888888889
MAR,double_threshold,133,BMI,0.4,"['Age', 'Glucose']",0.9487179487179487
MAR,range_condition,133,BMI,0.4,Age,0.7564102564102564
MAR,nonlinear,133,BMI,0.4,Age,0.5773195876288659
MCAR,none,133,BMI,0.4,,0.4581005586592179
MAR,basic,133,BMI,0.5,Age,0.8181818181818182
MAR,double_threshold,133,BMI,0.5,"['Age', 'Glucose']",0.9375
MAR,range_condition,133,BMI,0.5,Age,0.8315789473684211
MAR,nonlinear,133,BMI,0.5,Age,0.5714285714285714
MCAR,none,133,BMI,0.5,,0.5315315315315315
MAR,basic,133,BMI,0.6000000000000001,Age,0.7984496124031008
MAR,double_threshold,133,BMI,0.6000000000000001,"['Age', 'Glucose']",0.9272727272727272
MAR,range_condition,133,BMI,0.6000000000000001,Age,0.831858407079646
MAR,nonlinear,133,BMI,0.6000000000000001,Age,0.6382978723404256
MCAR,none,133,BMI,0.6000000000000001,,0.49206349206349204
MAR,basic,133,BMI,0.7000000000000001,Age,0.881578947368421
MAR,double_threshold,133,BMI,0.7000000000000001,"['Age', 'Glucose']",0.9692307692307692
MAR,range_condition,133,BMI,0.7000000000000001,Age,0.8778625954198473
MAR,nonlinear,133,BMI,0.7000000000000001,Age,0.6706586826347305
MCAR,none,133,BMI,0.7000000000000001,,0.49295774647887325
MAR,basic,133,BMI,0.8,Age,0.9162011173184358
MAR,double_threshold,133,BMI,0.8,"['Age', 'Glucose']",0.9866666666666667
MAR,range_condition,133,BMI,0.8,Age,0.9177215189873418
MAR,nonlinear,133,BMI,0.8,Age,0.7346938775510204
MCAR,none,133,BMI,0.8,,0.5368421052631579
MAR,basic,133,BMI,0.9,Age,0.9656862745098039
MAR,double_threshold,133,BMI,0.9,"['Age', 'Glucose']",0.9775280898876404
MAR,range_condition,133,BMI,0.9,Age,0.9615384615384616
MAR,nonlinear,133,BMI,0.9,Age,0.8177777777777778
MCAR,none,133,BMI,0.9,,0.46511627906976744
